text,label
would you switch on kitchen lights please,LIGHT_ON
would you switch off bedroom light,LIGHT_OFF
could you activate garage light,LIGHT_ON
would you start bathroom led please,LIGHT_ON
would you start bathroom led,LIGHT_ON
could you power off bedroom lamp,LIGHT_OFF
please turn off kitchen light,LIGHT_OFF
can you turn on office light for me,LIGHT_ON
would you stop lights,LIGHT_OFF
can you switch on living room light please,LIGHT_ON
disable office lights right now,LIGHT_OFF
please activate bathroom led,LIGHT_ON
please switch off bathroom light,LIGHT_OFF
switch off bathroom lamp for me,LIGHT_OFF
hey switch on light for me,LIGHT_ON
can you power on garage led please,LIGHT_ON
would you turn on bathroom led for me,LIGHT_ON
turn on bathroom lights for me,LIGHT_ON
hey disable hall led please,LIGHT_OFF
turn on bathroom led for me,LIGHT_ON
hey turn on office lamp please,LIGHT_ON
hey start lights please,LIGHT_ON
deactivate hall led please,LIGHT_OFF
can you switch off kitchen lamp right now,LIGHT_OFF
switch on office light right now,LIGHT_ON
stop hall lights please,LIGHT_OFF
would you activate bathroom led right now,LIGHT_ON
stop office light right now,LIGHT_OFF
switch off led,LIGHT_OFF
power off garage lights please,LIGHT_OFF
would you power on garage lights,LIGHT_ON
would you activate kitchen lamp,LIGHT_ON
can you switch on light right now,LIGHT_ON
switch off hall lights,LIGHT_OFF
hey power on living room lights for me,LIGHT_ON
can you stop living room lamp please,LIGHT_OFF
would you power on hall lamp for me,LIGHT_ON
can you disable hall lamp right now,LIGHT_OFF
would you activate garage led,LIGHT_ON
please power on living room lights please,LIGHT_ON
hey enable living room lights for me,LIGHT_ON
deactivate living room led for me,LIGHT_OFF
power on hall lamp for me,LIGHT_ON
would you power on garage lamp for me,LIGHT_ON
can you enable kitchen lights please,LIGHT_ON
can you deactivate bedroom led right now,LIGHT_OFF
switch off office lamp please,LIGHT_OFF
please start bathroom light,LIGHT_ON
can you disable bedroom lamp for me,LIGHT_OFF
could you deactivate kitchen led right now,LIGHT_OFF
please turn off bathroom lamp,LIGHT_OFF
can you stop kitchen led please,LIGHT_OFF
deactivate led right now,LIGHT_OFF
switch on bedroom led please,LIGHT_ON
could you switch off living room led,LIGHT_OFF
would you disable living room lamp please,LIGHT_OFF
hey switch on lights,LIGHT_ON
hey power on garage lamp,LIGHT_ON
could you turn off living room lamp for me,LIGHT_OFF
could you start living room light please,LIGHT_ON
hey power on hall lamp,LIGHT_ON
could you activate bedroom light for me,LIGHT_ON
start office lights right now,LIGHT_ON
hey turn off kitchen led please,LIGHT_OFF
power on lamp,LIGHT_ON
hey activate living room lamp for me,LIGHT_ON
switch off garage led please,LIGHT_OFF
please start hall led,LIGHT_ON
would you turn off bedroom led for me,LIGHT_OFF
turn off hall light right now,LIGHT_OFF
turn off office lights right now,LIGHT_OFF
hey enable bathroom lights,LIGHT_ON
switch on kitchen led please,LIGHT_ON
can you turn on office lamp right now,LIGHT_ON
could you switch on garage lamp for me,LIGHT_ON
could you turn off living room led for me,LIGHT_OFF
hey activate living room lights right now,LIGHT_ON
could you turn on hall led please,LIGHT_ON
hey deactivate garage lamp right now,LIGHT_OFF
turn on hall lights right now,LIGHT_ON
can you power on office led please,LIGHT_ON
could you deactivate office lamp,LIGHT_OFF
switch off garage led for me,LIGHT_OFF
can you start bedroom led,LIGHT_ON
hey switch on bedroom light,LIGHT_ON
please switch off kitchen lamp,LIGHT_OFF
please stop office lamp please,LIGHT_OFF
power on kitchen lights right now,LIGHT_ON
please deactivate lights please,LIGHT_OFF
can you stop bathroom light please,LIGHT_OFF
would you turn on office light right now,LIGHT_ON
could you turn on kitchen lamp for me,LIGHT_ON
power off kitchen lights please,LIGHT_OFF
could you turn off hall led right now,LIGHT_OFF
please stop bathroom led right now,LIGHT_OFF
hey activate bedroom lamp right now,LIGHT_ON
hey start garage lights for me,LIGHT_ON
hey switch off light please,LIGHT_OFF
stop kitchen lights please,LIGHT_OFF
please deactivate office lamp,LIGHT_OFF
can you disable kitchen led,LIGHT_OFF
please switch off hall light please,LIGHT_OFF
would you turn on living room lamp for me,LIGHT_ON
can you stop bathroom light right now,LIGHT_OFF
can you stop hall lamp,LIGHT_OFF
could you enable kitchen led right now,LIGHT_ON
hey start kitchen led for me,LIGHT_ON
please power on hall lamp right now,LIGHT_ON
could you stop bedroom lights right now,LIGHT_OFF
could you turn off kitchen lamp for me,LIGHT_OFF
please start living room led,LIGHT_ON
could you activate hall led please,LIGHT_ON
could you disable kitchen lights please,LIGHT_OFF
power on hall lights,LIGHT_ON
could you start lamp please,LIGHT_ON
increase temperature please,UNKNOWN
could you switch off bathroom lamp,LIGHT_OFF
could you stop office led,LIGHT_OFF
could you start garage led please,LIGHT_ON
would you power on living room led,LIGHT_ON
please switch off bathroom lights,LIGHT_OFF
please switch on kitchen led right now,LIGHT_ON
hey turn on garage lights please,LIGHT_ON
could you enable hall lamp please,LIGHT_ON
can you switch on hall led for me,LIGHT_ON
can you turn on bedroom lights please,LIGHT_ON
could you activate living room lamp,LIGHT_ON
hey turn off kitchen light for me,LIGHT_OFF
please enable garage lights please,LIGHT_ON
disable living room lights right now,LIGHT_OFF
could you disable living room lights for me,LIGHT_OFF
please activate hall lamp right now,LIGHT_ON
turn on bedroom lights please,LIGHT_ON
hey enable hall lights for me,LIGHT_ON
could you turn on garage lights right now,LIGHT_ON
enable kitchen led please,LIGHT_ON
activate office led right now,LIGHT_ON
hey power off hall lights,LIGHT_OFF
would you enable hall light please,LIGHT_ON
would you activate lamp right now,LIGHT_ON
please start bathroom lights right now,LIGHT_ON
hey turn on lights right now,LIGHT_ON
hey stop living room lamp for me,LIGHT_OFF
hey power off bathroom light,LIGHT_OFF
power on bathroom led please,LIGHT_ON
can you power on garage led right now,LIGHT_ON
can you power on living room lights right now,LIGHT_ON
would you stop kitchen lamp right now,LIGHT_OFF
power on living room light right now,LIGHT_ON
hey enable office lights for me,LIGHT_ON
please start bedroom lamp right now,LIGHT_ON
would you stop office light,LIGHT_OFF
hey stop hall light for me,LIGHT_OFF
could you turn on living room lamp please,LIGHT_ON
hey stop bedroom led for me,LIGHT_OFF
could you switch on bathroom lamp please,LIGHT_ON
can you deactivate office lamp right now,LIGHT_OFF
can you enable garage led please,LIGHT_ON
could you power on lights please,LIGHT_ON
can you start bathroom light,LIGHT_ON
would you disable living room led for me,LIGHT_OFF
can you switch on kitchen lights,LIGHT_ON
hey switch off office light,LIGHT_OFF
would you switch off hall lamp right now,LIGHT_OFF
would you enable led for me,LIGHT_ON
could you switch off office led right now,LIGHT_OFF
please start lights,LIGHT_ON
could you deactivate living room led please,LIGHT_OFF
would you deactivate living room lamp,LIGHT_OFF
please power on office light for me,LIGHT_ON
hey switch off bathroom light right now,LIGHT_OFF
can you turn on office lamp,LIGHT_ON
hey start bathroom lamp for me,LIGHT_ON
could you disable office lamp right now,LIGHT_OFF
power off living room lamp please,LIGHT_OFF
could you enable led right now,LIGHT_ON
stop living room lights right now,LIGHT_OFF
can you activate kitchen lights for me,LIGHT_ON
disable bathroom lamp right now,LIGHT_OFF
please switch off bathroom lights right now,LIGHT_OFF
would you deactivate office lights,LIGHT_OFF
please disable kitchen lights for me,LIGHT_OFF
could you enable bathroom light right now,LIGHT_ON
could you power off bathroom light right now,LIGHT_OFF
can you enable lamp,LIGHT_ON
please enable living room led right now,LIGHT_ON
please power off garage light for me,LIGHT_OFF
would you turn off living room led right now,LIGHT_OFF
can you turn on hall lights please,LIGHT_ON
hey turn on bathroom lamp right now,LIGHT_ON
can you enable bathroom led right now,LIGHT_ON
could you enable living room led for me,LIGHT_ON
would you disable office lamp please,LIGHT_OFF
please turn off living room lamp for me,LIGHT_OFF
hey deactivate bathroom light right now,LIGHT_OFF
switch on kitchen led for me,LIGHT_ON
power on office led right now,LIGHT_ON
hey turn off bathroom led right now,LIGHT_OFF
turn on garage lights right now,LIGHT_ON
hey power off lights,LIGHT_OFF
could you power on bathroom led right now,LIGHT_ON
hey enable kitchen lights for me,LIGHT_ON
could you switch off bathroom lights right now,LIGHT_OFF
disable bedroom light right now,LIGHT_OFF
hey start garage lamp for me,LIGHT_ON
could you switch off hall led right now,LIGHT_OFF
hey stop light right now,LIGHT_OFF
can you enable office light,LIGHT_ON
could you start office light,LIGHT_ON
could you turn on kitchen lights,LIGHT_ON
can you disable living room lights,LIGHT_OFF
could you switch on bathroom lights for me,LIGHT_ON
would you switch off hall lights,LIGHT_OFF
please disable living room led for me,LIGHT_OFF
power on hall lamp,LIGHT_ON
activate light right now,LIGHT_ON
can you switch on garage led please,LIGHT_ON
would you deactivate bathroom led please,LIGHT_OFF
could you enable living room lamp right now,LIGHT_ON
please switch off bedroom led please,LIGHT_OFF
can you power off hall lights right now,LIGHT_OFF
hey power off kitchen light right now,LIGHT_OFF
can you start living room led right now,LIGHT_ON
please activate garage light for me,LIGHT_ON
start hall lamp please,LIGHT_ON
could you power off office lamp please,LIGHT_OFF
would you switch off hall lights right now,LIGHT_OFF
please enable hall lamp please,LIGHT_ON
power on kitchen lights please,LIGHT_ON
hey activate office led please,LIGHT_ON
please power off bathroom led right now,LIGHT_OFF
turn off bathroom led,LIGHT_OFF
can you turn off kitchen lights for me,LIGHT_OFF
could you switch on bathroom lights,LIGHT_ON
would you enable hall lights please,LIGHT_ON
hello,UNKNOWN
would you turn on office lamp right now,LIGHT_ON
hey deactivate living room light right now,LIGHT_OFF
hey turn off garage lamp please,LIGHT_OFF
hey turn on hall lamp please,LIGHT_ON
please enable lamp for me,LIGHT_ON
can you enable bathroom lights,LIGHT_ON
start kitchen led right now,LIGHT_ON
would you power on lights for me,LIGHT_ON
could you power on office lights,LIGHT_ON
could you switch off garage light,LIGHT_OFF
stop hall led please,LIGHT_OFF
can you turn off led please,LIGHT_OFF
power off garage led right now,LIGHT_OFF
can you switch on lights for me,LIGHT_ON
could you turn on bedroom lights,LIGHT_ON
can you start hall led please,LIGHT_ON
would you stop office lamp,LIGHT_OFF
hey turn on living room lamp for me,LIGHT_ON
could you turn off kitchen lights please,LIGHT_OFF
hey turn off kitchen lights for me,LIGHT_OFF
hi please,UNKNOWN
can you disable bedroom light,LIGHT_OFF
hey start lights right now,LIGHT_ON
would you enable kitchen light for me,LIGHT_ON
hey power off kitchen lights,LIGHT_OFF
could you disable bedroom lamp right now,LIGHT_OFF
hey power on bedroom led for me,LIGHT_ON
please turn off living room lamp please,LIGHT_OFF
hey deactivate office led,LIGHT_OFF
would you start kitchen lamp please,LIGHT_ON
could you deactivate lights for me,LIGHT_OFF
please turn off living room light please,LIGHT_OFF
hey switch off kitchen led please,LIGHT_OFF
could you deactivate living room lights please,LIGHT_OFF
can you switch on garage lamp right now,LIGHT_ON
hey activate kitchen led,LIGHT_ON
can you turn off bedroom light,LIGHT_OFF
could you deactivate bathroom lights right now,LIGHT_OFF
can you turn on bedroom lamp please,LIGHT_ON
please start living room lamp for me,LIGHT_ON
would you deactivate hall lights please,LIGHT_OFF
can you start living room lights please,LIGHT_ON
would you deactivate hall lamp for me,LIGHT_OFF
could you power on bathroom lamp,LIGHT_ON
would you activate lights,LIGHT_ON
would you power off garage led please,LIGHT_OFF
can you start bedroom light please,LIGHT_ON
stop garage led right now,LIGHT_OFF
hey switch on office lights please,LIGHT_ON
could you activate office led,LIGHT_ON
activate office light please,LIGHT_ON
hey activate hall lamp right now,LIGHT_ON
please disable hall lights for me,LIGHT_OFF
would you start bedroom lamp,LIGHT_ON
can you activate led please,LIGHT_ON
deactivate bedroom lamp,LIGHT_OFF
hey switch off bathroom led please,LIGHT_OFF
would you switch off office light please,LIGHT_OFF
please turn off kitchen light right now,LIGHT_OFF
please switch on bedroom lamp for me,LIGHT_ON
can you turn off bathroom lights right now,LIGHT_OFF
can you turn on bathroom led please,LIGHT_ON
would you turn on garage led right now,LIGHT_ON
can you turn off living room light right now,LIGHT_OFF
could you activate garage lights please,LIGHT_ON
hey deactivate living room lamp please,LIGHT_OFF
could you enable bedroom light right now,LIGHT_ON
would you stop hall lights for me,LIGHT_OFF
please deactivate kitchen light right now,LIGHT_OFF
would you switch on bathroom lights,LIGHT_ON
hey stop bedroom lights right now,LIGHT_OFF
please turn off bedroom light,LIGHT_OFF
please start light right now,LIGHT_ON
would you switch on living room lamp please,LIGHT_ON
could you turn on hall light,LIGHT_ON
power off living room lights right now,LIGHT_OFF
please turn off hall light,LIGHT_OFF
can you disable led right now,LIGHT_OFF
please switch off light for me,LIGHT_OFF
would you switch on office lamp for me,LIGHT_ON
can you disable living room led,LIGHT_OFF
switch off bedroom led right now,LIGHT_OFF
hey stop hall led,LIGHT_OFF
could you power off light,LIGHT_OFF
switch on garage led please,LIGHT_ON
can you activate kitchen lights please,LIGHT_ON
hey disable office led please,LIGHT_OFF
can you activate lamp please,LIGHT_ON
can you turn on kitchen lamp for me,LIGHT_ON
hey deactivate office led right now,LIGHT_OFF
enable bedroom light please,LIGHT_ON
could you deactivate living room light please,LIGHT_OFF
could you enable bedroom light,LIGHT_ON
could you switch off lamp for me,LIGHT_OFF
hey power off office lamp please,LIGHT_OFF
could you stop bedroom lights,LIGHT_OFF
please turn on hall lights right now,LIGHT_ON
power off garage lamp for me,LIGHT_OFF
hey activate bedroom led,LIGHT_ON
could you disable bedroom led please,LIGHT_OFF
please disable bedroom light right now,LIGHT_OFF
please stop hall lamp right now,LIGHT_OFF
please turn off hall lights please,LIGHT_OFF
would you turn on bathroom lights for me,LIGHT_ON
can you disable hall light right now,LIGHT_OFF
can you power on bathroom led right now,LIGHT_ON
can you disable bedroom lights right now,LIGHT_OFF
start led,LIGHT_ON
would you power on light right now,LIGHT_ON
would you turn off hall led,LIGHT_OFF
hey deactivate office lamp,LIGHT_OFF
could you disable lights,LIGHT_OFF
hey switch off lamp right now,LIGHT_OFF
could you switch off kitchen led right now,LIGHT_OFF
could you power off kitchen lamp for me,LIGHT_OFF
hey deactivate garage light,LIGHT_OFF
can you activate bedroom lights right now,LIGHT_ON
please power off living room lamp right now,LIGHT_OFF
would you turn off kitchen led for me,LIGHT_OFF
turn off lights right now,LIGHT_OFF
would you turn on lights right now,LIGHT_ON
can you start office lamp please,LIGHT_ON
could you power off hall lamp right now,LIGHT_OFF
switch off kitchen light,LIGHT_OFF
please disable hall led right now,LIGHT_OFF
would you stop bedroom led right now,LIGHT_OFF
could you switch on living room led for me,LIGHT_ON
please enable bathroom lights,LIGHT_ON
hey power off hall lamp for me,LIGHT_OFF
power on lamp right now,LIGHT_ON
hey disable bedroom lights,LIGHT_OFF
would you activate lamp please,LIGHT_ON
would you deactivate office led for me,LIGHT_OFF
can you start bedroom lamp please,LIGHT_ON
can you power off lamp,LIGHT_OFF
can you power off kitchen lights please,LIGHT_OFF
could you disable hall led for me,LIGHT_OFF
could you start hall lamp for me,LIGHT_ON
can you power off hall led please,LIGHT_OFF
please turn off bedroom led please,LIGHT_OFF
please power off office light please,LIGHT_OFF
activate kitchen lights right now,LIGHT_ON
please enable garage light,LIGHT_ON
deactivate hall led,LIGHT_OFF
can you enable living room lights right now,LIGHT_ON
please stop hall led right now,LIGHT_OFF
could you switch on bathroom led for me,LIGHT_ON
could you disable office lamp,LIGHT_OFF
can you turn on kitchen lights,LIGHT_ON
turn off office light for me,LIGHT_OFF
activate living room light right now,LIGHT_ON
can you start led,LIGHT_ON
would you turn on garage led,LIGHT_ON
hey enable garage lamp please,LIGHT_ON
hey power off kitchen lamp please,LIGHT_OFF
deactivate kitchen led right now,LIGHT_OFF
could you turn off bedroom light for me,LIGHT_OFF
can you enable hall lights right now,LIGHT_ON
please start office lamp for me,LIGHT_ON
stop office lights for me,LIGHT_OFF
please switch on led please,LIGHT_ON
would you deactivate living room lights right now,LIGHT_OFF
please power off office light for me,LIGHT_OFF
hey switch off office lamp for me,LIGHT_OFF
power on light please,LIGHT_ON
switch on bedroom lights,LIGHT_ON
disable hall lamp right now,LIGHT_OFF
can you deactivate hall led please,LIGHT_OFF
would you turn on light right now,LIGHT_ON
please power off bathroom led for me,LIGHT_OFF
hey disable garage led right now,LIGHT_OFF
enable living room led for me,LIGHT_ON
would you turn off bathroom light,LIGHT_OFF
please start living room light for me,LIGHT_ON
would you turn off office lamp please,LIGHT_OFF
switch on bathroom light right now,LIGHT_ON
can you deactivate office lamp for me,LIGHT_OFF
turn on hall lights please,LIGHT_ON
can you disable garage lights please,LIGHT_OFF
would you turn off bedroom light right now,LIGHT_OFF
please power off garage lamp please,LIGHT_OFF
disable hall lights,LIGHT_OFF
switch off lights for me,LIGHT_OFF
would you activate living room lights right now,LIGHT_ON
can you enable bedroom led please,LIGHT_ON
please turn off hall led,LIGHT_OFF
could you switch off led,LIGHT_OFF
would you disable office lamp right now,LIGHT_OFF
could you switch off living room lights,LIGHT_OFF
hey power off light,LIGHT_OFF
please switch on bathroom lamp right now,LIGHT_ON
hey stop bedroom light,LIGHT_OFF
could you deactivate kitchen lights please,LIGHT_OFF
hey activate hall led please,LIGHT_ON
please next song,UNKNOWN
hey deactivate living room lights please,LIGHT_OFF
please power off lights,LIGHT_OFF
could you activate office led right now,LIGHT_ON
would you stop kitchen lamp please,LIGHT_OFF
hey start office led for me,LIGHT_ON
turn on living room lamp for me,LIGHT_ON
hey stop hall lamp,LIGHT_OFF
can you switch on bathroom lamp,LIGHT_ON
could you turn on garage lights for me,LIGHT_ON
hey start kitchen lamp right now,LIGHT_ON
could you stop kitchen light please,LIGHT_OFF
hey deactivate bedroom lamp right now,LIGHT_OFF
hey stop garage led right now,LIGHT_OFF
hey switch on office lamp please,LIGHT_ON
hey deactivate kitchen lamp,LIGHT_OFF
power off garage lights right now,LIGHT_OFF
could you power off office lights for me,LIGHT_OFF
hey start hall lights,LIGHT_ON
would you disable garage lamp right now,LIGHT_OFF
could you turn off living room led right now,LIGHT_OFF
hey deactivate bathroom led for me,LIGHT_OFF
hey enable office light please,LIGHT_ON
would you deactivate kitchen led for me,LIGHT_OFF
turn off bedroom lights,LIGHT_OFF
hey turn off garage lights for me,LIGHT_OFF
please activate garage lights right now,LIGHT_ON
would you switch on kitchen light please,LIGHT_ON
would you stop bathroom led right now,LIGHT_OFF
activate lights right now,LIGHT_ON
can you start office lights,LIGHT_ON
would you activate bedroom lights please,LIGHT_ON
can you power on hall lights for me,LIGHT_ON
can you enable living room lamp,LIGHT_ON
hey stop living room lamp,LIGHT_OFF
power on bedroom led please,LIGHT_ON
could you start office light right now,LIGHT_ON
can you power on bathroom led,LIGHT_ON
could you switch on garage light right now,LIGHT_ON
hey deactivate office lights right now,LIGHT_OFF
turn off lights,LIGHT_OFF
would you turn off bedroom light,LIGHT_OFF
power on bathroom lamp,LIGHT_ON
please turn on office lamp right now,LIGHT_ON
would you turn off bedroom lamp for me,LIGHT_OFF
would you power off light for me,LIGHT_OFF
can you stop bedroom light,LIGHT_OFF
hey disable office lamp please,LIGHT_OFF
would you turn on lights for me,LIGHT_ON
hey activate kitchen lamp,LIGHT_ON
please switch on garage led please,LIGHT_ON
could you activate office lamp for me,LIGHT_ON
would you start led please,LIGHT_ON
please activate kitchen led please,LIGHT_ON
can you switch on office led right now,LIGHT_ON
could you start office light for me,LIGHT_ON
power on garage light please,LIGHT_ON
hey power on living room lights,LIGHT_ON
would you enable led please,LIGHT_ON
switch on kitchen lights right now,LIGHT_ON
can you turn off garage light for me,LIGHT_OFF
would you deactivate bedroom light please,LIGHT_OFF
hey turn off kitchen lamp for me,LIGHT_OFF
please deactivate living room lamp please,LIGHT_OFF
could you deactivate garage led please,LIGHT_OFF
would you stop living room light,LIGHT_OFF
power on hall lamp please,LIGHT_ON
disable bathroom light right now,LIGHT_OFF
hey enable garage light,LIGHT_ON
can you start kitchen lights right now,LIGHT_ON
switch on hall lamp for me,LIGHT_ON
can you stop garage light please,LIGHT_OFF
hey activate bedroom lights,LIGHT_ON
could you activate bedroom led please,LIGHT_ON
could you switch on bedroom light right now,LIGHT_ON
could you switch on garage lamp please,LIGHT_ON
would you power off living room led,LIGHT_OFF
could you disable garage lights please,LIGHT_OFF
could you switch on living room light right now,LIGHT_ON
hey enable living room lights please,LIGHT_ON
power off bedroom lamp for me,LIGHT_OFF
can you start living room light,LIGHT_ON
switch on led please,LIGHT_ON
hey activate bathroom lights,LIGHT_ON
could you switch off kitchen light right now,LIGHT_OFF
would you deactivate living room light,LIGHT_OFF
would you power off bedroom lamp for me,LIGHT_OFF
can you power off light right now,LIGHT_OFF
turn off lamp right now,LIGHT_OFF
can you turn on kitchen light,LIGHT_ON
enable bedroom lamp,LIGHT_ON
power off living room led right now,LIGHT_OFF
can you stop kitchen lamp right now,LIGHT_OFF
can you turn off bedroom led right now,LIGHT_OFF
please switch on bedroom lights please,LIGHT_ON
turn on bathroom led please,LIGHT_ON
please start hall led right now,LIGHT_ON
can you enable office lamp please,LIGHT_ON
could you turn on kitchen lights for me,LIGHT_ON
can you turn off living room lamp,LIGHT_OFF
can you activate hall lamp for me,LIGHT_ON
can you switch off office lamp,LIGHT_OFF
please power on hall led for me,LIGHT_ON
please turn off kitchen lamp please,LIGHT_OFF
could you power on bedroom light,LIGHT_ON
could you enable bedroom light for me,LIGHT_ON
please turn off lights,LIGHT_OFF
stop bedroom lamp for me,LIGHT_OFF
would you start bathroom light right now,LIGHT_ON
could you power off kitchen lamp please,LIGHT_OFF
would you power on garage led please,LIGHT_ON
would you power on lamp right now,LIGHT_ON
can you activate bathroom lamp please,LIGHT_ON
could you enable garage lights right now,LIGHT_ON
can you turn off office led please,LIGHT_OFF
can you power on led for me,LIGHT_ON
can you enable garage lamp,LIGHT_ON
can you power on bathroom lights please,LIGHT_ON
could you start kitchen led right now,LIGHT_ON
please turn off garage lights for me,LIGHT_OFF
hey start hall light right now,LIGHT_ON
would you deactivate office lights right now,LIGHT_OFF
please switch off garage light,LIGHT_OFF
would you switch off lights for me,LIGHT_OFF
can you deactivate lamp for me,LIGHT_OFF
would you switch off kitchen lamp,LIGHT_OFF
power off led please,LIGHT_OFF
hey switch off hall led right now,LIGHT_OFF
turn off garage lights,LIGHT_OFF
start bedroom lamp right now,LIGHT_ON
disable office light please,LIGHT_OFF
please power on office led right now,LIGHT_ON
hey turn off kitchen light,LIGHT_OFF
could you switch on bathroom led,LIGHT_ON
would you turn on kitchen led right now,LIGHT_ON
hey deactivate garage lights right now,LIGHT_OFF
power off living room led please,LIGHT_OFF
power off bedroom lights,LIGHT_OFF
start bedroom light please,LIGHT_ON
stop office lights,LIGHT_OFF
would you stop garage led,LIGHT_OFF
would you start bedroom light right now,LIGHT_ON
can you switch on hall lamp right now,LIGHT_ON
can you power on lamp right now,LIGHT_ON
would you stop light,LIGHT_OFF
hey turn on bedroom lamp right now,LIGHT_ON
could you start bathroom light right now,LIGHT_ON
hey start bathroom lamp please,LIGHT_ON
can you switch off kitchen light,LIGHT_OFF
can you start garage light,LIGHT_ON
please switch off garage lamp please,LIGHT_OFF
would you power on garage light for me,LIGHT_ON
hey power off living room light,LIGHT_OFF
activate bathroom light for me,LIGHT_ON
hey turn off bathroom lights please,LIGHT_OFF
can you power off garage lights right now,LIGHT_OFF
could you turn on garage led right now,LIGHT_ON
could you switch off bedroom lights for me,LIGHT_OFF
can you stop hall light right now,LIGHT_OFF
please deactivate bathroom lights please,LIGHT_OFF
can you start bedroom lamp for me,LIGHT_ON
would you deactivate garage led please,LIGHT_OFF
can you start bathroom lamp please,LIGHT_ON
switch on hall led for me,LIGHT_ON
could you start bedroom led right now,LIGHT_ON
turn off bathroom light,LIGHT_OFF
please start office led please,LIGHT_ON
can you deactivate kitchen lights,LIGHT_OFF
can you deactivate bathroom lights,LIGHT_OFF
power off kitchen lamp please,LIGHT_OFF
can you start hall light please,LIGHT_ON
please stop bedroom light,LIGHT_OFF
please activate hall light please,LIGHT_ON
please deactivate kitchen lights for me,LIGHT_OFF
can you activate kitchen light right now,LIGHT_ON
hey deactivate hall lights,LIGHT_OFF
please switch off office led right now,LIGHT_OFF
hey deactivate bedroom led right now,LIGHT_OFF
enable kitchen light please,LIGHT_ON
could you power off living room lamp for me,LIGHT_OFF
would you disable bathroom lamp right now,LIGHT_OFF
could you turn on kitchen light for me,LIGHT_ON
hey switch off kitchen light right now,LIGHT_OFF
can you power off hall lights please,LIGHT_OFF
switch on living room led please,LIGHT_ON
hey switch off bathroom light for me,LIGHT_OFF
can you deactivate bedroom light right now,LIGHT_OFF
switch off living room lights,LIGHT_OFF
turn on bathroom light,LIGHT_ON
could you enable garage lamp for me,LIGHT_ON
hey turn off living room lights please,LIGHT_OFF
could you enable bedroom lights please,LIGHT_ON
would you start bedroom lights right now,LIGHT_ON
hey switch on garage led please,LIGHT_ON
can you power on bedroom led please,LIGHT_ON
would you disable living room lamp right now,LIGHT_OFF
please disable light please,LIGHT_OFF
hey turn off office light for me,LIGHT_OFF
could you turn on garage lights,LIGHT_ON
stop garage led for me,LIGHT_OFF
can you turn off office light,LIGHT_OFF
would you activate living room led for me,LIGHT_ON
could you stop bathroom lights for me,LIGHT_OFF
could you activate garage lamp please,LIGHT_ON
would you switch off hall led for me,LIGHT_OFF
hey start living room lamp right now,LIGHT_ON
can you deactivate bathroom lights for me,LIGHT_OFF
would you power on office light for me,LIGHT_ON
enable living room lamp right now,LIGHT_ON
please power off led right now,LIGHT_OFF
please enable office lamp,LIGHT_ON
hey start lamp,LIGHT_ON
activate kitchen light,LIGHT_ON
hey turn on living room lights please,LIGHT_ON
power on kitchen light right now,LIGHT_ON
would you start kitchen light for me,LIGHT_ON
please turn on office lights,LIGHT_ON
can you turn on hall led for me,LIGHT_ON
hey switch on living room lamp,LIGHT_ON
power on hall lights please,LIGHT_ON
hey switch off living room lamp please,LIGHT_OFF
could you switch on led please,LIGHT_ON
please turn on living room lights please,LIGHT_ON
power off lights please,LIGHT_OFF
hey switch on office led please,LIGHT_ON
please start living room light please,LIGHT_ON
would you disable bathroom led right now,LIGHT_OFF
hey start bathroom lights right now,LIGHT_ON
can you stop kitchen led right now,LIGHT_OFF
can you switch off bedroom lamp please,LIGHT_OFF
turn off bathroom led for me,LIGHT_OFF
can you deactivate office lamp please,LIGHT_OFF
can you power on garage light for me,LIGHT_ON
can you turn off bathroom led for me,LIGHT_OFF
could you stop garage light right now,LIGHT_OFF
could you start garage lights right now,LIGHT_ON
please switch on lamp for me,LIGHT_ON
activate bathroom light please,LIGHT_ON
please deactivate hall led,LIGHT_OFF
could you enable bathroom light for me,LIGHT_ON
could you deactivate bedroom light right now,LIGHT_OFF
please switch on hall lights for me,LIGHT_ON
could you turn on garage lamp,LIGHT_ON
hey disable living room light for me,LIGHT_OFF
can you turn on garage lamp please,LIGHT_ON
enable office led for me,LIGHT_ON
deactivate bathroom led please,LIGHT_OFF
would you activate garage light,LIGHT_ON
disable office light,LIGHT_OFF
can you switch off bedroom lights for me,LIGHT_OFF
can you disable kitchen lights for me,LIGHT_OFF
would you turn on garage led for me,LIGHT_ON
would you stop hall light,LIGHT_OFF
could you deactivate kitchen lights,LIGHT_OFF
please start hall lamp for me,LIGHT_ON
would you power on office lights for me,LIGHT_ON
please power off living room lights for me,LIGHT_OFF
could you power on office lamp please,LIGHT_ON
disable bathroom lamp please,LIGHT_OFF
please disable kitchen lamp please,LIGHT_OFF
hey turn off kitchen led,LIGHT_OFF
switch off garage light for me,LIGHT_OFF
turn on bedroom light,LIGHT_ON
could you power off bedroom lights right now,LIGHT_OFF
would you disable led,LIGHT_OFF
can you turn on living room lights,LIGHT_ON
hey disable kitchen lights please,LIGHT_OFF
would you disable bathroom lamp for me,LIGHT_OFF
please power on living room lights,LIGHT_ON
could you switch on kitchen lamp,LIGHT_ON
hey disable hall led,LIGHT_OFF
deactivate bathroom lamp please,LIGHT_OFF
hey switch off lights please,LIGHT_OFF
please disable office lamp right now,LIGHT_OFF
please disable hall led please,LIGHT_OFF
hey switch on kitchen led,LIGHT_ON
